"depth","age","d13c","d18o","auth"
NA,21582,0.497,1.251,"Palike"
NA,21586,0.645,1.291,"Palike"
NA,21590,0.289,0.827,"Palike"
NA,21595,0.93,1.475,"Palike"
NA,21599,0.769,1.26,"Palike"
NA,21602,0.74,0.97,"Palike"
NA,21604,0.833,1.25,"Palike"
NA,21611,0.208,1.921,"Palike"
NA,21613,0.339,0.757,"Palike"
NA,21617,0.482,1.168,"Palike"
NA,21625,0.78,1.698,"Palike"
NA,21637,0.357,0.656,"Palike"
NA,21641,0.662,2.239,"Palike"
NA,21643,1.304,1.836,"Palike"
NA,21645,0.832,1.715,"Palike"
NA,21646,1.36,1.42,"Palike"
NA,21646,1.36,1.42,"Palike"
NA,21648,0.814,1.203,"Palike"
NA,21656,0.644,1.321,"Palike"
NA,21663,1.023,1.427,"Palike"
NA,21665,1.116,1.375,"Palike"
NA,21667,0.996,1.297,"Palike"
NA,21669,1.018,1.479,"Palike"
NA,21672,1.113,1.69,"Palike"
NA,21677,0.668,1.474,"Palike"
NA,21679,0.49,1.472,"Palike"
NA,21681,0.883,1.485,"Palike"
NA,21682,0.63,1.37,"Palike"
NA,21683,0.708,1.108,"Palike"
NA,21685,0.611,1.39,"Palike"
NA,21689,0.901,1.472,"Palike"
NA,21694,0.81,1.245,"Palike"
NA,21699,0.996,1.597,"Palike"
NA,21707,0.333,1.589,"Palike"
NA,21715,1.035,1.638,"Palike"
NA,21723,0.806,1.416,"Palike"
NA,21728,0.85,1.243,"Palike"
NA,21732,0.652,0.973,"Palike"
NA,21736,0.93,NA,"Palike"
NA,21738,1.564,2.026,"Palike"
NA,21740,1.043,1.147,"Palike"
NA,21743,0.881,1.413,"Palike"
NA,21745,0.862,1.174,"Palike"
NA,21751,0.692,1.389,"Palike"
NA,21756,0.877,1.439,"Palike"
NA,21763,1.12,1.454,"Palike"
NA,21769,0.87,1.106,"Palike"
NA,21775,1.217,1.659,"Palike"
NA,21777,0.928,1.132,"Palike"
NA,21779,1.1,1.45,"Palike"
NA,21780,1.282,1.365,"Palike"
NA,21782,1.222,1.849,"Palike"
NA,21785,1.191,1.29,"Palike"
NA,21787,1.145,1.436,"Palike"
NA,21790,1.5,1.451,"Palike"
NA,21793,1.231,1.237,"Palike"
NA,21799,1.384,1.664,"Palike"
NA,21806,1.343,1.343,"Palike"
NA,21812,1.135,1.52,"Palike"
NA,21818,1.365,1.387,"Palike"
NA,21821,1.13,1.46,"Palike"
NA,21832,1.232,1.571,"Palike"
NA,21847,0.945,1.277,"Palike"
NA,21849,1.2,1.397,"Palike"
NA,21863,1.105,1.351,"Palike"
NA,21867,1.33,1.56,"Palike"
NA,21875,1.414,1.968,"Palike"
NA,21890,1.15,1.484,"Palike"
NA,21899,1.29,1.687,"Palike"
NA,21920,1.33,1.714,"Palike"
NA,21930,1.347,1.81,"Palike"
NA,21931,0.92,1.47,"Palike"
NA,21942,1.254,1.809,"Palike"
NA,21962,1.48,1.843,"Palike"
NA,21971,1.438,1.559,"Palike"
NA,21978,1.171,1.922,"Palike"
NA,22012,1.244,1.547,"Palike"
NA,22035,1.2,1.651,"Palike"
NA,22044,1.234,1.357,"Palike"
NA,22062,1.161,1.66,"Palike"
NA,22085,1.412,1.585,"Palike"
NA,22104,0.857,1.609,"Palike"
NA,22122,1.202,1.275,"Palike"
NA,22130,1.275,1.419,"Palike"
NA,22146,0.928,1.166,"Palike"
NA,22149,1.482,1.254,"Palike"
NA,22151,1.591,1.932,"Palike"
NA,22152,1.398,1.875,"Palike"
NA,22155,0.939,1.346,"Palike"
NA,22156,1.299,1.767,"Palike"
NA,22157,1.65,1.877,"Palike"
NA,22159,1.509,2.08,"Palike"
NA,22159,1.567,1.86,"Palike"
NA,22162,1.522,1.962,"Palike"
NA,22163,1.46,1.82,"Palike"
NA,22164,1.335,1.846,"Palike"
NA,22166,1.503,1.958,"Palike"
NA,22169,1.279,2.001,"Palike"
NA,22174,1.387,1.695,"Palike"
NA,22177,0.749,2.165,"Palike"
NA,22180,1.369,1.952,"Palike"
NA,22182,1.438,1.898,"Palike"
NA,22190,1.23,1.94,"Palike"
NA,22213,1.275,1.894,"Palike"
NA,22215,1.24,1.83,"Palike"
NA,22224,1.121,0.808,"Palike"
NA,22229,0.32,2.044,"Palike"
NA,22236,1.185,1.795,"Palike"
NA,22247,1.483,1.865,"Palike"
NA,22250,1.374,1.788,"Palike"
NA,22255,1.339,1.602,"Palike"
NA,22259,1.24,1.73,"Palike"
NA,22265,1.243,1.807,"Palike"
NA,22273,1.451,1.742,"Palike"
NA,22277,1.571,1.737,"Palike"
NA,22280,1.429,1.625,"Palike"
NA,22285,1.573,1.881,"Palike"
NA,22292,1.411,1.482,"Palike"
NA,22295,1.454,1.207,"Palike"
NA,22303,1.24,1.598,"Palike"
NA,22321,1.437,1.897,"Palike"
NA,22334,1.353,1.793,"Palike"
NA,22334,1.25,1.7,"Palike"
NA,22346,1.392,1.848,"Palike"
NA,22351,1.597,1.734,"Palike"
NA,22356,1.474,1.83,"Palike"
NA,22361,1.656,1.447,"Palike"
NA,22367,1.388,1.732,"Palike"
NA,22367,1.43,NA,"Palike"
NA,22374,1.169,1.508,"Palike"
NA,22392,1.237,1.908,"Palike"
NA,22409,1.321,1.467,"Palike"
NA,22411,1.408,1.393,"Palike"
NA,22414,1.342,1.389,"Palike"
NA,22418,1.459,1.963,"Palike"
NA,22422,1.305,1.401,"Palike"
NA,22422,1.13,1.68,"Palike"
NA,22437,1.482,1.388,"Palike"
NA,22440,0.405,2.161,"Palike"
NA,22458,1.49,1.65,"Palike"
NA,22473,1.44,2.04,"Palike"
NA,22478,1.165,1.678,"Palike"
NA,22491,1.122,1.444,"Palike"
NA,22531,1.26,1.26,"Palike"
NA,22547,1.21,1.67,"Palike"
NA,22566,1.57,1.86,"Palike"
NA,22573,1.65,1.49,"Palike"
NA,22585,1.046,1.818,"Palike"
NA,22585,1.548,1.6,"Palike"
NA,22593,1.211,1.792,"Palike"
NA,22593,1.062,1.816,"Palike"
NA,22596,1.31,1.53,"Palike"
NA,22599,1.522,1.486,"Palike"
NA,22604,1.394,1.571,"Palike"
NA,22609,1.179,1.519,"Palike"
NA,22641,1.25,NA,"Palike"
NA,22655,1.202,1.582,"Palike"
NA,22655,1.31,1.67,"Palike"
NA,22672,1.312,1.757,"Palike"
NA,22701,1.184,1.787,"Palike"
NA,22706,0.977,1.331,"Palike"
NA,22708,1.497,1.833,"Palike"
NA,22709,1.546,1.773,"Palike"
NA,22712,1.14,1.52,"Palike"
NA,22716,1.337,1.868,"Palike"
NA,22721,1.495,2.012,"Palike"
NA,22722,1.404,1.343,"Palike"
NA,22725,1.405,1.877,"Palike"
NA,22727,1.21,1.89,"Palike"
NA,22732,1.327,1.722,"Palike"
NA,22735,1.35,1.99,"Palike"
NA,22736,1.179,2.154,"Palike"
NA,22739,1.362,1.879,"Palike"
NA,22747,1.119,1.525,"Palike"
NA,22755,1.644,1.878,"Palike"
NA,22759,1.34,1.613,"Palike"
NA,22761,1.414,1.773,"Palike"
NA,22769,1.438,1.747,"Palike"
NA,22771,1.532,1.871,"Palike"
NA,22775,0.91,1.986,"Palike"
NA,22777,1.126,1.751,"Palike"
NA,22780,1.008,1.372,"Palike"
NA,22782,1.048,1.516,"Palike"
NA,22787,0.945,1.467,"Palike"
NA,22796,1.278,1.811,"Palike"
NA,22802,1.11,1.57,"Palike"
NA,22805,1.337,1.417,"Palike"
NA,22809,1.224,1.043,"Palike"
NA,22818,1.273,1.556,"Palike"
NA,22827,0.992,1.711,"Palike"
NA,22832,1.39,1.85,"Palike"
NA,22833,1.383,1.307,"Palike"
NA,22833,1.36,1.91,"Palike"
NA,22838,1.516,1.974,"Palike"
NA,22840,1.632,1.78,"Palike"
NA,22841,1.53,1.83,"Palike"
NA,22843,1.604,1.904,"Palike"
NA,22848,1.187,1.969,"Palike"
NA,22853,1.452,1.804,"Palike"
NA,22859,1.587,1.67,"Palike"
NA,22861,1.616,NA,"Palike"
NA,22865,1.32,2.073,"Palike"
NA,22869,1.765,1.958,"Palike"
NA,22872,1.645,1.794,"Palike"
NA,22877,1.551,1.48,"Palike"
NA,22888,1.394,1.784,"Palike"
NA,22898,1.388,1.719,"Palike"
NA,22907,1.445,1.853,"Palike"
NA,22909,1.51,1.79,"Palike"
NA,22911,1.347,1.648,"Palike"
NA,22950,1.41,1.88,"Palike"
NA,22955,1.415,1.847,"Palike"
NA,22964,1.586,1.92,"Palike"
NA,22973,1.475,1.815,"Palike"
NA,22973,1.36,1.65,"Palike"
NA,22980,1.45,1.99,"Palike"
NA,22984,1.494,1.938,"Palike"
NA,22992,1.703,1.862,"Palike"
NA,22995,1.466,2.274,"Palike"
NA,22997,1.4,2.13,"Palike"
NA,22999,1.475,2.147,"Palike"
NA,23007,1.358,1.871,"Palike"
NA,23019,1.32,2.114,"Palike"
NA,23023,0.588,2.327,"Palike"
NA,23025,NA,2.13,"Palike"
NA,23026,1.378,2.131,"Palike"
NA,23034,1.297,2.075,"Palike"
NA,23039,1.747,1.172,"Palike"
NA,23041,1.527,2.053,"Palike"
NA,23045,1.489,2.286,"Palike"
NA,23046,1.6,1.96,"Palike"
NA,23057,1.488,1.991,"Palike"
NA,23060,1.57,2.2,"Palike"
NA,23061,1.47,2.18,"Palike"
NA,23063,1.411,1.859,"Palike"
NA,23067,1.562,2.222,"Palike"
NA,23070,1.079,2.036,"Palike"
NA,23072,1.29,2.2,"Palike"
NA,23073,1.357,2.109,"Palike"
NA,23077,1.551,2.216,"Palike"
NA,23079,1.309,2.15,"Palike"
NA,23080,1.39,1.93,"Palike"
NA,23084,1.307,1.975,"Palike"
NA,23090,1.534,2.105,"Palike"
NA,23096,1.5,1.98,"Palike"
NA,23105,1.498,1.713,"Palike"
NA,23112,1.397,1.872,"Palike"
NA,23119,1.379,1.783,"Palike"
NA,23123,1.27,2.05,"Palike"
NA,23126,1.427,1.983,"Palike"
NA,23134,1.405,2.013,"Palike"
NA,23142,0.976,1.764,"Palike"
NA,23146,1.401,2.183,"Palike"
NA,23152,1.375,1.715,"Palike"
NA,23158,0.442,1.486,"Palike"
NA,23170,1.1,1.58,"Palike"
NA,23174,0.916,1.766,"Palike"
NA,23180,1.086,1.507,"Palike"
NA,23192,1.216,1.807,"Palike"
NA,23192,1.14,1.77,"Palike"
NA,23198,1.075,1.578,"Palike"
NA,23211,1.455,1.808,"Palike"
NA,23227,1.14,1.51,"Palike"
NA,23247,0.9,1.8,"Palike"
NA,23265,0.898,1.383,"Palike"
NA,23295,NA,1.53,"Palike"
NA,23308,0.86,1.61,"Palike"
NA,23315,0.86,1.52,"Palike"
NA,23333,0.87,1.59,"Palike"
NA,23337,0.72,1.61,"Palike"
NA,23342,0.82,1.51,"Palike"
NA,23350,0.77,NA,"Palike"
NA,23357,0.85,1.45,"Palike"
NA,23365,0.78,1.46,"Palike"
NA,23388,0.9,1.53,"Palike"
NA,23397,1.04,1.36,"Palike"
NA,23400,1.395,1.41,"Palike"
NA,23407,NA,1.5,"Palike"
NA,23419,0.99,1.37,"Palike"
NA,23421,1.151,1.75,"Palike"
NA,23425,1.219,1.351,"Palike"
NA,23427,1.23,1.372,"Palike"
NA,23428,0.99,1.29,"Palike"
NA,23439,1.392,1.96,"Palike"
NA,23452,1.17,1.68,"Palike"
NA,23456,1.249,1.801,"Palike"
NA,23458,1.446,1.383,"Palike"
NA,23461,NA,1.31,"Palike"
NA,23465,0.951,1.553,"Palike"
NA,23481,1.215,1.673,"Palike"
NA,23483,1.127,1.464,"Palike"
NA,23490,1.198,1.923,"Palike"
NA,23490,1.193,1.703,"Palike"
NA,23494,1.17,1.73,"Palike"
NA,23499,0.762,0.927,"Palike"
NA,23502,1.21,1.63,"Palike"
NA,23506,1.195,1.702,"Palike"
NA,23511,1.351,1.556,"Palike"
NA,23514,1.143,1.42,"Palike"
NA,23516,1.23,1.63,"Palike"
NA,23516,1.23,1.63,"Palike"
NA,23521,1.488,1.672,"Palike"
NA,23523,1.16,NA,"Palike"
NA,23528,1.455,1.755,"Palike"
NA,23537,1.152,1.569,"Palike"
NA,23546,0.834,1.493,"Palike"
NA,23551,1.2,1.41,"Palike"
NA,23551,1.104,1.225,"Palike"
NA,23554,0.99,1.54,"Palike"
NA,23557,1.386,1.732,"Palike"
NA,23559,1.167,1.576,"Palike"
NA,23562,0.904,1.809,"Palike"
NA,23563,0.75,1.59,"Palike"
NA,23566,1.201,1.902,"Palike"
NA,23569,0.95,1.72,"Palike"
NA,23572,1.288,1.885,"Palike"
NA,23579,0.918,1.47,"Palike"
NA,23585,1.248,1.254,"Palike"
NA,23586,1.26,1.68,"Palike"
NA,23587,1.384,1.696,"Palike"
NA,23588,1.11,1.43,"Palike"
NA,23590,1.123,1.53,"Palike"
NA,23600,1.346,1.683,"Palike"
NA,23601,1.06,1.34,"Palike"
NA,23604,1.171,1.846,"Palike"
NA,23608,0.9,1.75,"Palike"
NA,23611,1.156,1.67,"Palike"
NA,23616,1.107,1.892,"Palike"
NA,23619,0.939,2.145,"Palike"
NA,23621,0.89,1.73,"Palike"
NA,23625,0.958,1.6,"Palike"
NA,23641,1.044,1.952,"Palike"
NA,23643,1.135,1.826,"Palike"
NA,23649,0.894,1.69,"Palike"
NA,23653,1.056,1.377,"Palike"
NA,23657,0.986,1.534,"Palike"
NA,23660,1.085,1.332,"Palike"
NA,23664,0.073,1.739,"Palike"
NA,23667,0.78,1.543,"Palike"
NA,23674,0.17,1.576,"Palike"
NA,23676,0.79,1.56,"Palike"
NA,23681,0.967,1.646,"Palike"
NA,23685,1.237,1.728,"Palike"
NA,23687,1.165,1.98,"Palike"
NA,23693,0.99,1.206,"Palike"
NA,23700,1.203,1.598,"Palike"
NA,23702,0.78,1.49,"Palike"
NA,23707,1.149,1.413,"Palike"
NA,23709,0.566,1.152,"Palike"
NA,23711,0.839,1.036,"Palike"
NA,23718,0.829,1.377,"Palike"
NA,23727,0.811,1.65,"Palike"
NA,23731,0.874,1.929,"Palike"
NA,23731,0.76,1.14,"Palike"
NA,23734,0.725,1.16,"Palike"
NA,23735,0.376,1.064,"Palike"
NA,23735,0.962,1.286,"Palike"
NA,23737,0.622,1.754,"Palike"
NA,23738,0.625,1.19,"Palike"
NA,23739,1.01,1.388,"Palike"
NA,23742,0.49,1.115,"Palike"
NA,23744,0.389,1.441,"Palike"
NA,23745,0.61,1.46,"Palike"
NA,23745,0.7,1.31,"Palike"
NA,23746,0.45,1.717,"Palike"
NA,23746,0.399,1.185,"Palike"
NA,23747,0.53,1.168,"Palike"
NA,23749,0.827,1.296,"Palike"
NA,23749,0.519,1.197,"Palike"
NA,23753,0.769,1.183,"Palike"
NA,23754,0.883,1.621,"Palike"
NA,23760,0.61,1.508,"Palike"
NA,23762,0.686,1.154,"Palike"
NA,23762,0.65,1.3,"Palike"
NA,23765,0.424,1.048,"Palike"
NA,23769,0.571,1.63,"Palike"
NA,23775,0.594,1.697,"Palike"
NA,23777,0.61,1.4,"Palike"
NA,23782,0.548,1.096,"Palike"
NA,23785,0.637,1.06,"Palike"
NA,23791,0.479,1.384,"Palike"
NA,23795,0.91,1.42,"Palike"
NA,23799,1.023,1.488,"Palike"
NA,23807,0.657,1.303,"Palike"
NA,23810,0.779,1.237,"Palike"
NA,23817,1.106,1.441,"Palike"
NA,23823,0.764,1.156,"Palike"
NA,23825,0.61,1.031,"Palike"
NA,23827,0.7,1.43,"Palike"
NA,23831,0.892,1.433,"Palike"
NA,23838,0.912,1.527,"Palike"
NA,23847,0.656,1.242,"Palike"
NA,23852,0.96,1.41,"Palike"
NA,23854,0.872,1.483,"Palike"
NA,23861,0.891,1.326,"Palike"
NA,23867,0.878,1.44,"Palike"
NA,23875,1.01,1.415,"Palike"
NA,23884,1.113,1.728,"Palike"
NA,23887,0.78,NA,"Palike"
NA,23889,0.922,1.24,"Palike"
NA,23897,1.029,1.912,"Palike"
NA,23898,0.98,1.47,"Palike"
NA,23901,0.987,1.647,"Palike"
NA,23910,0.715,1.532,"Palike"
NA,23914,0.588,1.555,"Palike"
NA,23920,0.918,1.423,"Palike"
NA,23931,0.996,1.783,"Palike"
NA,23935,0.73,1.41,"Palike"
NA,23942,0.751,1.345,"Palike"
NA,23945,0.705,1.148,"Palike"
NA,23954,0.911,1.731,"Palike"
NA,23965,0.829,1.649,"Palike"
NA,23976,0.62,1.41,"Palike"
NA,23978,0.762,1.452,"Palike"
NA,23982,0.811,1.298,"Palike"
NA,23984,0.527,1.175,"Palike"
NA,23987,0.909,1.327,"Palike"
NA,23988,0.76,1.42,"Palike"
NA,23993,0.884,1.458,"Palike"
NA,23997,0.524,1.401,"Palike"
NA,24000,0.685,1.433,"Palike"
NA,24003,0.53,1.39,"Palike"
NA,24006,0.445,1.422,"Palike"
NA,24008,0.93,1.365,"Palike"
NA,24010,0.76,1.38,"Palike"
NA,24014,0.987,1.626,"Palike"
NA,24023,0.411,1.29,"Palike"
NA,24025,0.357,1.204,"Palike"
NA,24028,0.467,1.571,"Palike"
NA,24031,0.48,1.51,"Palike"
NA,24034,0.866,1.533,"Palike"
NA,24044,0.685,1.389,"Palike"
NA,24059,0.872,1.438,"Palike"
NA,24061,0.54,1.1,"Palike"
NA,24063,0.687,0.962,"Palike"
NA,24066,0.681,1.584,"Palike"
NA,24067,0.68,1.23,"Palike"
NA,24069,0.735,1.395,"Palike"
NA,24072,0.464,1.239,"Palike"
NA,24075,0.503,1.412,"Palike"
NA,24075,0.817,1.46,"Palike"
NA,24077,0.399,1.694,"Palike"
NA,24079,0.64,1.51,"Palike"
NA,24083,0.96,1.628,"Palike"
NA,24090,0.691,1.073,"Palike"
NA,24093,0.436,1.416,"Palike"
NA,24095,0.533,1.13,"Palike"
NA,24101,0.316,1.263,"Palike"
NA,24104,0.457,1.277,"Palike"
NA,24104,0.767,1.436,"Palike"
NA,24107,0.53,1.14,"Palike"
NA,24108,0.539,1.237,"Palike"
NA,24111,0.521,1.191,"Palike"
NA,24115,0.297,1.224,"Palike"
NA,24118,0.231,1.028,"Palike"
NA,24120,0.512,1.384,"Palike"
NA,24127,0.628,1.381,"Palike"
NA,24138,0.47,1.354,"Palike"
NA,24143,0.242,1.517,"Palike"
NA,24150,0.878,1.431,"Palike"
NA,24161,0.726,1.245,"Palike"
NA,24165,0.517,1.159,"Palike"
NA,24166,NA,1.3,"Palike"
NA,24171,0.775,1.289,"Palike"
NA,24176,0.579,1.133,"Palike"
NA,24179,0.771,1.206,"Palike"
NA,24182,0.775,1.14,"Palike"
NA,24183,0.54,1.37,"Palike"
NA,24185,0.64,1.084,"Palike"
NA,24188,0.335,1.296,"Palike"
NA,24191,0.573,1.609,"Palike"
NA,24194,0.469,1.562,"Palike"
NA,24199,0.746,1.337,"Palike"
NA,24206,0.52,NA,"Palike"
NA,24208,0.369,0.911,"Palike"
NA,24209,0.59,1.41,"Palike"
NA,24210,0.331,1.445,"Palike"
NA,24214,0.685,1.191,"Palike"
NA,24217,0.858,1.347,"Palike"
NA,24220,0.828,1.333,"Palike"
NA,24222,0.66,1.29,"Palike"
NA,24223,0.581,1.129,"Palike"
NA,24225,0.719,1.224,"Palike"
NA,24229,0.507,1.22,"Palike"
NA,24232,0.827,1.305,"Palike"
NA,24233,1,1.46,"Palike"
NA,24234,0.71,1.4,"Palike"
NA,24235,0.57,1.4,"Palike"
NA,24238,0.798,1.685,"Palike"
NA,24241,0.852,1.411,"Palike"
NA,24244,0.727,1.367,"Palike"
NA,24244,0.83,1.4,"Palike"
NA,24247,0.795,1.473,"Palike"
NA,24255,0.924,1.528,"Palike"
NA,24264,0.855,1.723,"Palike"
NA,24275,0.704,1.519,"Palike"
NA,24275,0.85,1.3,"Palike"
NA,24277,0.768,1.256,"Palike"
NA,24280,0.804,1.221,"Palike"
NA,24283,0.819,1.476,"Palike"
NA,24291,0.94,1.52,"Palike"
NA,24292,0.776,1.551,"Palike"
NA,24295,0.72,1.45,"Palike"
NA,24296,1.026,1.806,"Palike"
NA,24302,0.589,1.502,"Palike"
NA,24308,0.997,1.411,"Palike"
NA,24311,0.76,1.61,"Palike"
NA,24314,0.948,1.557,"Palike"
NA,24324,0.941,1.503,"Palike"
NA,24340,0.878,1.603,"Palike"
NA,24348,0.907,1.38,"Palike"
NA,24352,0.547,1.82,"Palike"
NA,24353,0.567,NA,"Palike"
NA,24356,0.844,1.327,"Palike"
NA,24357,0.726,1.711,"Palike"
NA,24359,0.89,1.36,"Palike"
NA,24360,0.839,1.385,"Palike"
NA,24363,0.68,1.64,"Palike"
NA,24366,0.899,1.578,"Palike"
NA,24369,1.135,1.641,"Palike"
NA,24372,0.478,1.505,"Palike"
NA,24374,NA,1.25,"Palike"
NA,24374,0.59,1.419,"Palike"
NA,24378,0.576,0.974,"Palike"
NA,24380,0.406,0.997,"Palike"
NA,24390,0.779,1.422,"Palike"
NA,24393,0.79,1.38,"Palike"
NA,24394,0.559,1.28,"Palike"
NA,24402,NA,1.333,"Palike"
NA,24404,0.85,1.184,"Palike"
NA,24406,0.957,1.227,"Palike"
NA,24409,NA,1.62,"Palike"
NA,24412,0.932,1.4,"Palike"
NA,24419,0.796,1.374,"Palike"
NA,24426,0.915,1.716,"Palike"
NA,24432,0.889,1.63,"Palike"
NA,24433,0.76,1.75,"Palike"
NA,24436,0.692,1.573,"Palike"
NA,24437,1.002,1.833,"Palike"
NA,24439,0.966,1.769,"Palike"
NA,24440,0.504,2.046,"Palike"
NA,24440,0.76,1.75,"Palike"
NA,24441,0.633,1.4,"Palike"
NA,24442,0.766,1.96,"Palike"
NA,24444,0.628,1.704,"Palike"
NA,24444,0.864,1.406,"Palike"
NA,24447,0.67,1.63,"Palike"
NA,24447,0.652,1.495,"Palike"
NA,24448,0.77,1.349,"Palike"
NA,24449,0.805,1.469,"Palike"
NA,24451,0.638,1.412,"Palike"
NA,24451,0.601,1.385,"Palike"
NA,24453,0.75,1.336,"Palike"
NA,24456,0.789,1.53,"Palike"
NA,24457,0.939,1.519,"Palike"
NA,24459,0.678,1.682,"Palike"
NA,24460,0.787,1.751,"Palike"
NA,24464,0.567,1.257,"Palike"
NA,24467,0.563,1.208,"Palike"
NA,24475,0.514,1.309,"Palike"
NA,24476,0.575,1.38,"Palike"
NA,24477,0.48,1.38,"Palike"
NA,24478,0.518,1.553,"Palike"
NA,24478,0.634,1.488,"Palike"
NA,24480,0.576,1.816,"Palike"
NA,24480,0.455,1.254,"Palike"
NA,24482,0.649,1.511,"Palike"
NA,24482,0.872,1.563,"Palike"
NA,24484,0.814,1.455,"Palike"
NA,24484,0.671,1.569,"Palike"
NA,24485,0.55,1.41,"Palike"
NA,24488,0.642,1.317,"Palike"
NA,24489,0.41,1.475,"Palike"
NA,24494,0.453,1.117,"Palike"
NA,24496,0.572,1.491,"Palike"
NA,24501,0.583,1.129,"Palike"
NA,24504,0.645,1.338,"Palike"
NA,24508,0.601,1.383,"Palike"
NA,24510,0.56,1.36,"Palike"
NA,24511,0.546,1.165,"Palike"
NA,24515,0.475,1.309,"Palike"
NA,24518,0.822,1.63,"Palike"
NA,24519,0.583,1.539,"Palike"
NA,24521,0.224,1.367,"Palike"
NA,24522,0.821,1.658,"Palike"
NA,24524,0.506,1.951,"Palike"
NA,24525,0.7,1.674,"Palike"
NA,24526,0.76,NA,"Palike"
NA,24531,0.764,1.389,"Palike"
NA,24531,0.574,1.446,"Palike"
NA,24537,0.825,1.534,"Palike"
NA,24537,0.541,1.557,"Palike"
NA,24539,0.644,1.279,"Palike"
NA,24540,0.728,1.493,"Palike"
NA,24543,0.623,1.531,"Palike"
NA,24544,0.785,1.489,"Palike"
NA,24548,0.595,1.457,"Palike"
NA,24550,0.106,1.93,"Palike"
NA,24554,0.731,1.408,"Palike"
NA,24557,0.874,1.696,"Palike"
NA,24558,0.634,1.547,"Palike"
NA,24563,0.471,1.29,"Palike"
NA,24571,0.7,1.573,"Palike"
NA,24575,0.419,1.483,"Palike"
NA,24577,0.546,1.304,"Palike"
NA,24579,0.602,1.395,"Palike"
NA,24583,0.413,1.052,"Palike"
NA,24590,0.239,1.214,"Palike"
NA,24598,0.64,1.207,"Palike"
NA,24602,0.413,1.184,"Palike"
NA,24610,0.595,1.139,"Palike"
NA,24617,0.775,1.578,"Palike"
NA,24624,0.522,1.177,"Palike"
NA,24632,0.889,1.687,"Palike"
NA,24638,0.678,1.623,"Palike"
NA,24646,0.838,1.481,"Palike"
NA,24650,0.915,1.518,"Palike"
NA,24652,0.735,1.486,"Palike"
NA,24656,0.669,1.378,"Palike"
NA,24660,0.682,1.526,"Palike"
NA,24665,0.723,1.314,"Palike"
NA,24667,0.751,1.319,"Palike"
NA,24669,0.896,1.602,"Palike"
NA,24671,0.796,1.328,"Palike"
NA,24673,0.671,1.329,"Palike"
NA,24675,0.62,1.37,"Palike"
NA,24677,0.581,1.251,"Palike"
NA,24679,0.652,1.4,"Palike"
NA,24680,0.448,1.524,"Palike"
NA,24681,0.651,1.385,"Palike"
NA,24683,0.52,1.453,"Palike"
NA,24688,0.81,1.495,"Palike"
NA,24695,0.657,1.398,"Palike"
NA,24698,0.478,1.262,"Palike"
NA,24699,0.809,1.289,"Palike"
NA,24702,0.649,1.359,"Palike"
NA,24704,0.692,1.463,"Palike"
NA,24705,0.761,1.17,"Palike"
NA,24707,0.609,1.574,"Palike"
NA,24708,0.614,1.31,"Palike"
NA,24710,0.612,1.554,"Palike"
NA,24712,0.58,1.278,"Palike"
NA,24713,0.632,1.428,"Palike"
NA,24716,0.533,1.322,"Palike"
NA,24718,0.748,1.408,"Palike"
NA,24720,0.668,1.431,"Palike"
NA,24722,0.69,1.374,"Palike"
NA,24723,0.688,1.366,"Palike"
NA,24725,0.681,1.591,"Palike"
NA,24730,0.718,1.57,"Palike"
NA,24737,0.669,1.461,"Palike"
NA,24742,0.643,1.398,"Palike"
NA,24747,0.726,1.494,"Palike"
NA,24749,0.553,1.085,"Palike"
NA,24752,0.547,1.514,"Palike"
NA,24753,0.703,1.279,"Palike"
NA,24755,0.657,1.161,"Palike"
NA,24757,0.438,1.175,"Palike"
NA,24758,0.436,1.248,"Palike"
NA,24763,0.631,1.36,"Palike"
NA,24765,NA,1.598,"Palike"
NA,24769,0.642,1.468,"Palike"
NA,24780,0.71,1.379,"Palike"
NA,24790,0.48,1.358,"Palike"
NA,24798,0.532,1.606,"Palike"
NA,24801,0.407,1.565,"Palike"
NA,24804,0.458,1.671,"Palike"
NA,24810,0.816,1.75,"Palike"
NA,24812,0.6,1.88,"Palike"
NA,24820,0.788,1.502,"Palike"
NA,24828,0.66,1.507,"Palike"
NA,24830,0.643,1.579,"Palike"
NA,24836,0.711,1.358,"Palike"
NA,24841,0.759,1.368,"Palike"
NA,24844,0.64,1.293,"Palike"
NA,24847,0.423,1.472,"Palike"
NA,24849,0.629,1.372,"Palike"
NA,24852,0.642,1.525,"Palike"
NA,24855,0.547,1.505,"Palike"
NA,24857,0.55,1.536,"Palike"
NA,24857,0.487,1.568,"Palike"
NA,24860,0.602,1.432,"Palike"
NA,24863,0.464,1.401,"Palike"
NA,24871,0.506,1.322,"Palike"
NA,24875,0.597,1.45,"Palike"
NA,24878,0.545,1.261,"Palike"
NA,24881,0.602,1.36,"Palike"
NA,24883,0.537,1.286,"Palike"
NA,24887,0.46,1.288,"Palike"
NA,24890,0.441,1.415,"Palike"
NA,24893,0.992,1.516,"Palike"
NA,24896,0.42,1.355,"Palike"
NA,24896,0.51,NA,"Palike"
NA,24902,0.636,1.467,"Palike"
NA,24912,0.268,1.226,"Palike"
NA,24923,0.973,1.86,"Palike"
NA,24930,0.82,1.529,"Palike"
NA,24933,0.651,1.442,"Palike"
NA,24935,0.66,1.298,"Palike"
NA,24937,0.762,1.671,"Palike"
